condid,state,site_baseage,siteclass,site_species,forest_type,siteindex_orig,stand_age,BA,QMD,TPA,total_cubic_net,total_cubic_gross,sawlog_cubic_net,sawlog_cubic_gross,boardfoot_net,boardfoot_gross
451016113489998,Washington,100,4,202,201,124,50,142.93,4.641732283,188.46,3266.1,3305.23,2610.36,2640.82,16290.69,16443.73
451015919489998,Washington,100,3,202,201,137,42,145.53,3.783464567,288.86,550.42,591.44,368.89,389.7,1947.11,2042.75
451017495489998,Washington,100,5,202,201,88,52,243.98,4.535433071,337.01,5954.44,6158.14,5108.71,5273.53,28784.16,29679.96
451016528489998,Washington,100,4,202,201,102,30,161.42,3.755905512,324.97,2399.14,2413.36,1309.77,1317.16,6884.28,6924.2
451024607489998,Washington,100,4,202,201,101,28,82.56,3.799212598,162.48,782.68,964.3,372.44,381.62,1907.26,1954.79
451024909489998,Washington,100,5,202,201,87,35,95,3.38976378,234.7,1521.15,1521.15,644.19,644.19,3428.6,3428.6
451025055489998,Washington,100,5,202,201,68,27,89.72,3.755905512,180.54,450.11,457.79,36.38,36.38,166.59,166.59
451024476489998,Washington,100,5,202,201,93,280,218.39,9.25984252,72.35,3647.44,3697.68,3594.84,3644.72,23386.64,23707.75
451024767489998,Washington,100,4,202,201,118,61,180.6,5.007874016,204.61,6280.82,6302.83,5389.55,5408.39,32834.74,32938.79
451035722489998,Washington,100,5,202,201,77,104,36.44,5.421259843,35.2,465.52,566.74,422.53,514.93,2312.79,2813.78
451034431489998,Washington,100,5,202,201,86,91,192.15,5.043307087,214.62,4828.5,5359.46,3786.67,4207,22195.78,24622.43
451034586489998,Washington,100,5,202,201,58,216,92.72,6.562992126,61.15,2004.58,2174.19,1837.88,1985.97,10927.98,11667.18
451035818489998,Washington,100,5,202,201,92,45,13.09,5.377952756,12.85,196.45,306.28,185.1,209.45,1163.06,1317.53
451035819489998,Washington,100,5,202,201,92,92,86.51,4.12992126,144.01,805.98,855.93,669.04,713.87,3467.44,3691.51
451032479489998,Washington,100,5,202,201,85,135,149.81,5.877952756,123.16,2969.85,3411.01,2280.63,2529.29,14046.81,15578.98
451032652489998,Washington,100,5,202,201,75,172,148.23,4.468503937,210.63,3735.81,3975.15,2803.43,2979.02,15812.6,16767.42
451036538489998,Washington,100,4,202,201,100,132,129.23,8.181102362,54.82,1631.45,2304.22,1304.5,1607.13,7515.01,9249.6
451034786489998,Washington,100,4,202,201,117,102,147.69,4.933070866,172.27,3713.12,3844.7,3047.43,3104.2,18214.08,18545.51
451034787489998,Washington,100,4,202,201,117,102,49.67,3.732283465,101.18,456.91,471.05,122.33,131.54,779.19,837.84
451032247489998,Washington,100,5,202,201,94,72,59.63,3.354330709,150.45,1026.91,1098.73,311.04,372.88,1536.5,1839.71
451036239489998,Washington,100,3,202,201,126,45,112.42,4.070866142,192.57,1713.17,1853.5,1077.52,1147.24,5841.46,6201.37
451036240489998,Washington,100,3,202,201,126,170,90.18,7.027559055,51.86,617.49,617.49,608.31,608.31,3620.75,3620.75
451035105489998,Washington,100,4,202,201,97,97,145.77,11.5,31.31,431.23,492.19,372.51,433.03,2316.77,2690.53
451033245489998,Washington,100,4,202,201,116,107,210.37,6.366141732,147.4,8249.81,8453.2,7196.92,7390.08,46318.13,47558.36
451056747489998,Washington,100,3,202,201,125,74,140.82,3.681102362,294.88,4059.77,4306.39,2508.81,2584.28,14891.65,15343.22
451057806489998,Washington,100,4,202,201,109,37,180.38,3.897637795,337.01,3802.12,3863.72,2687.24,2743.37,14719.28,15018.77
451061247489998,Washington,100,4,202,201,109,130,379.16,6.003937008,298.88,20275.9,22419.65,15686.55,16053.19,104035.95,106456.61
451061678489998,Washington,100,5,202,201,69,88,250.02,4.263779528,390.12,6671.67,8544.29,4561.02,5159.29,30469.8,34443.47
451062784489998,Washington,100,4,202,201,118,120,161.91,8.893700787,58.13,8183.52,8494.52,8012.45,8052.66,55928.16,56200.4
451111687489998,Washington,100,4,202,201,107,78,310.9,6.283464567,223.66,12257.21,12544.94,11712.22,11760.76,75907.65,76225.65
451108684489998,Washington,100,2,202,201,156,160,251.91,5.086614173,276.28,7137.03,7703.59,5606.11,5997.27,35166.86,37675.52
451109343489998,Washington,100,5,202,201,89,75,274.71,4.937007874,319.93,9023.66,10032.01,7200.5,7516.6,45371.58,47549.93
451109669489998,Washington,100,4,202,201,116,33,201.78,4.24015748,318.95,5278.55,5473.71,4217.46,4327.66,23765.67,24377.83
451108358489998,Washington,100,3,202,201,129,75,194.91,5.279527559,198.59,5568.21,7236.9,4602.32,4674.37,28052.78,28486.35
451108524489998,Washington,100,3,202,201,131,45,262.59,5.937007874,211.63,8742.18,9303.87,7286.6,7314.9,45014.59,45170.58
451111523489998,Washington,100,5,202,201,78,180,388.76,6.484251969,262.74,16371.74,17298.36,14707.2,14871.39,97229.65,98190.21
451112508489998,Washington,100,4,202,201,122,60,261.79,6.763779528,162.61,12217.52,12834.16,9334.21,9453.14,60568.41,61325.23
451109074489998,Washington,100,4,202,201,108,90,330.2,7.035433071,189.55,14798.75,15922.16,13415.89,13866.76,88155.24,91126.66
451112853489998,Washington,100,4,202,201,106,75,290.74,5.75984252,248.74,8847.3,9609.21,7705.04,7705.04,48517.33,48517.33
451112127489998,Washington,100,4,202,201,105,47,366.34,5.929133858,295.96,8229.58,8342,7796.56,7907.85,47442.67,48124.31
451112129489998,Washington,100,4,202,201,105,30,109.69,3.598425197,240.72,561.68,561.68,391.15,391.15,2020.05,2020.05
451112665489998,Washington,100,3,202,201,144,35,85.89,4.11023622,144.43,463.44,469.96,368.7,374.46,1911.5,1939.42
451112318489998,Washington,100,4,202,201,120,130,477.61,7.842519685,220.62,22887.29,30833.34,20916.15,21518.18,144191.96,148358.12
451118940489998,Washington,100,3,202,201,139,180,665.73,12.75590551,116.2,34599.4,40804.04,33157.59,34031.94,236865.11,242902.72
451124375489998,Washington,100,4,202,201,115,55,43.56,5.354330709,43.12,940.38,979.93,893.61,932.87,5034.09,5270.41
451124015489998,Washington,100,3,202,201,133,92,155.98,7.464566929,79.47,4731.62,5150.3,3356.53,3564.61,21267.2,22544.24
451124016489998,Washington,100,3,202,201,133,45,34.42,4.303149606,52.77,516.94,675.35,122.24,138.92,777.81,883.88
451124841489998,Washington,100,3,202,201,125,57,19.72,3.937007874,36.1,265.91,265.91,199.26,199.26,1065.4,1065.4
451131124489998,Washington,100,3,202,201,136,30,127,3.681102362,265.92,3171.24,3302.04,2054.39,2174.54,11715.74,12413.72
450845858489998,Washington,100,5,202,201,54,245,353.58,7.094488189,199.57,9739.72,9902.33,9271.15,9363.3,55916.56,56512.04
450846480489998,Washington,100,4,202,201,112,95,107.42,6.641732283,69.19,3145.51,3161.7,2697.84,2713.92,15893.96,15999.87
450846146489998,Washington,100,4,202,201,123,25,197.44,4.275590551,306.92,4213.3,4484.56,3168.79,3250.73,17738.84,18182.42
450844998489998,Washington,100,5,202,201,58,180,318.14,7.956692913,142.79,5207.3,5592.48,4849.21,4878.09,30652.65,30812.8
450895275489998,Washington,100,3,202,201,152,115,101.07,7.350393701,53.11,4297.2,4591.74,3210.12,3354.52,21049.04,22040.19
450907466489998,Washington,100,5,202,201,68,155,147.94,4.043307087,256.76,2867.41,2908.2,1863.55,1899.57,10558.33,10763.69
450907467489998,Washington,100,5,202,201,68,155,192.95,7.114173228,108.27,1648.21,1677.34,1558.01,1586.53,9752.06,9938.23
450896521489998,Washington,100,3,202,201,131,80,87.7,6.433070866,60.15,2254.57,2430.31,2176.21,2189.17,13200.5,13282.32
450895138489998,Washington,100,3,202,201,132,75,127.12,5.539370079,117.66,2464.48,2588.5,2283.12,2390.75,13509.07,14129.92
450896214489998,Washington,100,5,202,201,79,120,137.84,4.877952756,164.48,4953.5,5142.34,3464.03,3534.6,20171.65,20585.7
450895422489998,Washington,100,4,202,201,101,110,183.72,4.940944882,213.62,6178.5,6827.84,4975.72,5099.63,29887.47,30654.58
450895767489998,Washington,100,4,202,201,119,35,85.37,3.468503937,201.3,679.51,679.51,312.74,312.74,1502.03,1502.03
450907857489998,Washington,100,5,202,201,90,100,72.97,7.68503937,35.08,2945.7,3428.16,1412.34,1675.32,8326.07,9982.05
450925342489998,Washington,100,5,202,201,90,100,373.01,5.326771654,373.11,16639.79,16869.4,14671.43,14689.7,94906.96,95011.78
450926602489998,Washington,100,4,202,201,122,210,565.75,7.791338583,264.71,15562.95,16471.91,14566.8,14898.84,97316.63,99475.75
450926603489998,Washington,100,4,202,201,122,45,197.62,4.196850394,318.29,1727.36,1822.74,1266.93,1361.29,7402.6,7991.92
450926781489998,Washington,100,4,202,201,116,59,112.14,8.696850394,42.12,4810.78,4834.75,4773.43,4797.23,31588.11,31745.13
450935579489998,Washington,100,4,202,201,114,21,110.18,2.893700787,373.11,1613.94,2742.51,473.57,473.57,2341.22,2341.22
450934760489998,Washington,100,3,202,201,136,75,284.57,8.24015748,119.02,6817.07,8814.27,6395.56,6395.56,43078.49,43078.49
450934761489998,Washington,100,3,202,201,136,9,14.07,14.33070866,1.94,516.8,1381.11,362.77,362.77,2581.99,2581.99
450933616489998,Washington,100,5,202,201,81,125,276.78,6.413385827,191.21,7877,8759.95,7086.51,7298.21,46228.75,47583.91
450933617489998,Washington,100,5,202,201,81,70,333.72,5.503937008,312.93,2516.1,2516.1,2356.65,2356.65,14042.26,14042.26
450935839489998,Washington,100,4,202,201,104,85,58.56,6.283464567,42.1,1202.6,1294.77,1162.31,1252.04,6752.9,7255.05
450935933489998,Washington,100,5,202,201,94,35,64.2,6.578740157,42.12,3383.65,4478.06,2219.38,2246.37,13740.04,13905.14
450933805489998,Washington,100,4,202,201,119,40,688.56,6.322834646,488.91,1240.24,1240.24,1191.99,1191.99,7369.85,7369.85
450933979489998,Washington,100,4,202,201,121,35,163.6,4.188976378,264.79,3889.07,4719.04,2790.49,2819.83,16037.66,16207.22
450934567489998,Washington,100,3,202,201,133,27,121.97,4.417322835,177.51,2727.11,3029.74,2054.92,2054.92,11922.14,11922.14
450935027489998,Washington,100,3,202,201,125,40,261.57,5.803149606,220.66,6500.05,6619.04,5926.81,6040.84,35872.24,36531.14
450934900489998,Washington,100,4,202,201,118,60,135.59,8.55511811,52.6,1110.65,1151.98,1029.66,1070.7,6770.59,7031.98
450934258489998,Washington,100,3,202,201,129,75,607.6,8.795275591,223.17,2178.97,2965.4,2057.69,2073.2,14217.08,14326.03
450932945489998,Washington,100,4,202,201,116,23,159.17,3.334645669,406.13,2792.88,2804.72,922.82,926.25,4528.44,4543.3
450945944489998,Washington,100,4,202,201,101,70,125.3,5.417322835,121.33,5069.59,5106.95,4050.46,4050.46,26016.92,26016.92
450946252489998,Washington,100,5,202,201,82,100,96.05,4.61023622,128.38,1639.76,1639.76,1483.36,1483.36,8117.24,8117.24
450947230489998,Washington,100,4,202,201,110,45,65.17,5.55511811,59.95,1033.85,1065.6,906.25,924.19,5060.5,5156.84
450946097489998,Washington,100,4,202,201,101,42,49.64,5.468503937,47.12,1810.94,1890.28,1321.26,1400.03,8516.96,9007.54
450945717489998,Washington,100,5,202,201,71,110,45.56,4.421259843,66.19,1076.57,1122.66,484.5,530.25,2471.57,2719.64
450945376489998,Washington,100,4,202,201,118,45,28.32,4.318897638,43.12,467.38,480.92,406.86,419.42,2205.49,2256.61
450947380489998,Washington,100,3,202,201,142,120,141.03,7.299212598,75.16,6324.31,6384.52,5838.57,5897.8,38777.13,39184.04
450945471489998,Washington,100,3,202,201,142,50,68.67,4.059055118,118.33,1512.15,1539.85,1187.97,1192.41,7451.45,7480.96
450945231489998,Washington,100,4,202,201,111,55,88.18,3.704724409,182.53,894.47,894.47,701.1,701.1,3997.79,3997.79
450958899489998,Washington,100,4,202,201,118,70,184.76,5.578740157,168.5,3568.26,3616.94,3338.08,3369.31,19590.2,19760.8
450946359489998,Washington,100,4,202,201,100,70,126.1,7.984251969,56.19,426.93,426.93,422.84,422.84,2426.94,2426.94
450945843489998,Washington,100,5,202,201,90,85,258.34,4.003937008,457.37,1486.05,1497.63,1063.87,1063.87,5845.85,5845.85
450965912489998,Washington,100,3,202,201,129,31,143.54,4.220472441,228.68,4138.17,4624.76,3350.83,3352.39,18958.24,18966.52
450965360489998,Washington,100,4,202,201,107,50,268.73,5.527559055,249.72,4950.32,5284.85,4608.15,4705.25,28438.1,28992.48
450965082489998,Washington,100,3,202,201,143,30,178.23,5.208661417,186.69,4440.41,4882.37,4148.85,4150.08,24709.96,24716.88
450966427489998,Washington,100,4,202,201,119,23,142.3,3.700787402,294.88,3056.44,3372.92,1928.76,1939.05,10205.07,10257.41
450966298489998,Washington,100,4,202,201,121,18,50.26,3.059055118,152.45,672.11,1658.7,96.6,96.6,494.49,494.49
450966715489998,Washington,100,3,202,201,131,19,79.96,2.929133858,264.79,1415.34,1415.86,57.27,57.27,297.15,297.15
450978113489998,Washington,100,4,202,201,121,36,158.17,4.551181102,216.64,4083.99,4114.68,3092.45,3098.21,17837.13,17870.76
450976680489998,Washington,100,4,202,201,108,410,225.97,10.41732283,59.13,13696.54,15172.06,10521.14,10631.19,74305.46,75122.57
450992798489998,Washington,100,4,202,201,114,76,224.26,4.980314961,256.76,8093.23,8612.86,6414.7,6451.57,40721.12,40958.32
450991281489998,Washington,100,4,202,201,102,60,521.05,6.519685039,348.04,8951.25,9189.16,8275.44,8477.85,52764.61,54027.78
450993716489998,Washington,100,4,202,201,124,78,351.9,6.38976378,244.71,14257.89,17289.71,12573.38,14101.8,82504.67,92800.71
450991780489998,Washington,100,4,202,201,120,29,158.28,4.358267717,236.75,2698.15,2722.85,2218.05,2239.63,12719.19,12848.26
450991632489998,Washington,100,3,202,201,132,47,232.57,5.984251969,184.55,6580.22,7060.98,5925.96,6142.92,37078.75,38439.81
450992642489998,Washington,100,5,202,201,84,55,290.69,5.177165354,307.94,7867.06,8246.29,6599.26,6935.84,40165.19,42079.11
450997998489998,Washington,100,4,202,201,112,110,249.92,6.153543307,187.53,7867.64,7965.8,7582.2,7679.54,46707.25,47321.97
450997150489998,Washington,100,5,202,201,75,80,103.99,3.897637795,194.41,1166.18,1186.43,732.68,742.91,3690.99,3740.61
450997687489998,Washington,100,4,202,201,119,22,95.6,3.251968504,256.76,751.44,826.04,102.55,102.55,523.6,523.6
450997688489998,Washington,100,4,202,201,119,70,368.25,4.984251969,421.2,1916.67,1916.67,1488.63,1488.63,8982.01,8982.01
451008244489998,Washington,100,3,202,201,138,82,101.11,10.59055118,25.62,130.07,153.02,129.15,151.94,854.95,1005.82
451008643489998,Washington,100,4,202,201,109,130,102.13,6.381889764,71.26,2791.15,2791.15,2621.18,2621.18,17397.61,17397.61
451008375489998,Washington,100,4,202,201,111,160,212.59,7.086614173,120.26,7098.39,7859.26,6647.02,6982.01,43690.9,45936.37
451007777489998,Washington,100,4,202,201,106,25,58.41,3.488188976,136.4,719.4,719.4,508.57,508.57,2699.21,2699.21
451009927489998,Washington,100,3,202,201,151,210,234.52,9.232283465,78.14,11895.3,13249.07,9567.27,10004.43,65490.34,68480.85
451014942489998,Washington,100,4,202,201,123,24,117.2,3.81496063,228.68,2554.68,2931.72,1716.42,1767.13,9079.42,9355.3
451015148489998,Washington,100,3,202,201,126,28,148.06,3.88976378,277.82,3565.78,3833.1,2488.88,2504.69,13936.6,14019.72
451007917489998,Washington,100,5,202,201,80,90,323.29,3.811023622,631.89,9949.03,10845.57,6519.91,6519.91,38831.21,38831.21
451009027489998,Washington,100,4,202,201,120,19,73.7,3.244094488,198.59,1437.14,1452.35,554.49,567.26,2877.19,2943.9
451015372489998,Washington,100,4,202,201,104,40,215.03,4.358267717,321.26,1895.72,1932.25,1249.95,1281.03,7123.89,7283.31
451014634489998,Washington,100,4,202,201,119,95,255.95,6.275590551,184.55,9110.83,9427.48,8133.76,8149,54917.84,55005.2
451008759489998,Washington,100,3,202,201,139,22,121.05,3.61023622,263.78,789.14,1369.58,301.21,378.07,1472.84,1840.13
451013589489998,Washington,100,4,202,201,103,30,76.35,3,240.72,1265.74,1270.4,358.06,358.06,1795,1795
451009326489998,Washington,100,3,202,201,139,32,229.08,5.559055118,210.63,6346.61,7103.44,5994.47,6070.57,34821.34,35250.54
451007474489998,Washington,100,4,202,201,122,32,152.95,4.81496063,187.34,2389.04,2389.04,2054.72,2054.72,11832.89,11832.89
451013768489998,Washington,100,3,202,201,126,16,159.62,3.570866142,355.06,3368.71,3516.8,2015.57,2121.1,10571.44,11123.88
451014195489998,Washington,100,4,202,201,105,185,354.05,7.173228346,195.52,16192.42,16797.11,15158.49,15301.46,103703.21,104711.46
451023037489998,Washington,100,4,202,201,109,50,28.19,4.358267717,42.12,758.43,759.63,521.78,521.78,2822.28,2822.28
451024095489998,Washington,100,4,202,201,99,30,134.5,4.523622047,186.55,2044.2,4860.42,1061.76,1106.24,5499.32,5734.49
451023147489998,Washington,100,4,202,201,117,41,153.61,5.476377953,145.43,6327.27,6487.54,5502.16,5525.91,35101.51,35252.93
451022906489998,Washington,100,4,202,201,97,28,119.7,3.543307087,270.81,2408.75,5717.48,1052,1059.67,5263.94,5301.05
451023730489998,Washington,100,4,202,201,109,65,61.79,4.409448819,90.27,1246.8,1341.44,1066.28,1066.28,5663.57,5663.57
451028185489998,Washington,100,5,202,201,84,9,14.02,7.047244094,8.01,442.45,879.12,369.76,369.76,2370.53,2370.53
451028053489998,Washington,100,3,202,201,132,50,105.67,4.559055118,144.43,1964.22,1966.58,1683.57,1685.8,8866.2,8878.15
451027955489998,Washington,100,4,202,201,106,105,42.67,3.342519685,108.32,736.12,870.96,374.06,384.14,2014.25,2061.09
451026713489998,Washington,100,5,202,201,71,120,133.65,5.976377953,106.3,3294.09,3368.55,2916.35,2989.73,16765.85,17181.91
451022567489998,Washington,100,5,202,201,90,75,67.44,4.07480315,115.34,1380.28,1394.5,1043.45,1043.45,5663.55,5663.55
451030257489998,Washington,100,4,202,201,103,50,125.8,4.602362205,168.5,642.91,692.98,571.51,620.85,3270.61,3543.69
451029146489998,Washington,100,5,202,201,76,120,16.75,4.354330709,25.07,829.95,849.08,424.19,439.83,2702.13,2810.83
451027569489998,Washington,100,4,202,201,104,75,90.15,4.102362205,152.11,1675.94,1675.94,1242.82,1242.82,7037.01,7037.01
451027007489998,Washington,100,4,202,201,119,92,103.59,4.81496063,126.78,2272.83,2477.79,1589.29,1608.93,9582.08,9706.32
451027008489998,Washington,100,4,202,201,119,25,317.49,5.515748031,296.19,279.87,279.87,186.29,186.29,913.04,913.04
451050030489998,Washington,100,3,202,201,143,33,205.96,4.44488189,295.88,6141.67,9027.71,4941.7,5193.72,28948.61,30612.46
451052502489998,Washington,100,4,202,201,116,35,309.23,5.440944882,296.5,3594.61,3609.13,3245.5,3259.27,18714.96,18789.22
451052354489998,Washington,100,3,202,201,138,20,113.26,3.070866142,340.59,511.24,514.91,142.47,144.19,703.33,712.25
451052643489998,Washington,100,4,202,201,122,75,247.04,3.972440945,444.31,5605.81,5769.63,2648.34,2701.26,15730.12,16024.51
451050463489998,Washington,100,3,202,201,137,19,53.16,5.232283465,55.16,1519.96,1706.11,864.82,912.75,4972.5,5225.94
451051045489998,Washington,100,4,202,201,109,55,55.73,4.704724409,71.48,1076.08,1114.62,860.92,882.4,4733.64,4853.24
451053050489998,Washington,100,5,202,201,86,65,289.75,4.669291339,377.09,5703.31,6697,4289.81,4616.1,26315.07,28412.03
451051769489998,Washington,100,4,202,201,123,60,206.05,5.125984252,222.66,5565.59,6258.66,5025.49,5452.23,30244.63,32836.49
451055389489998,Washington,100,4,202,201,123,39,33.17,3.228346457,90.27,608.62,1022.29,251.88,253.79,1210.72,1219.66
451044255489998,Washington,100,4,202,201,114,40,77.4,5.515748031,72.21,401.16,407.53,350.87,357.18,1898.34,1932.65
451054599489998,Washington,100,5,202,201,90,80,157.13,5.271653543,160.48,4268.46,4304.54,3572.55,3578.02,22815,22847.31
451056212489998,Washington,100,4,202,201,109,23,166.35,3.334645669,424.91,2413.18,3348.37,1069.38,1069.38,5554.94,5554.94
451055502489998,Washington,100,4,202,201,114,85,288.56,8.952755906,102.26,12269.19,12680.37,12091.21,12496.16,82216.11,84873.51
451055094489998,Washington,100,4,202,201,119,29,122.59,4.165354331,200.6,1988.3,2023.24,1525.56,1552.51,8309.79,8455.19
451054873489998,Washington,100,5,202,201,94,93,184.76,6.248031496,134.39,7528.65,7810.81,6970.9,6986.34,44961.55,45058.8
451055613489998,Washington,100,4,202,201,120,17,89.12,2.929133858,294.71,1236.94,1237.7,211.94,211.94,1091.71,1091.71
451059986489998,Washington,100,5,202,201,86,175,273.09,6.283464567,196.52,9863.03,10852.59,8771.72,8852.5,55074.14,55585.22
451059805489998,Washington,100,3,202,201,138,35,184.45,3.688976378,385.15,1238.4,1254.15,646.01,653.09,3639.33,3678.34
451058453489998,Washington,100,5,202,201,84,115,247.63,6.409448819,171.16,6630.78,6764.22,6338.82,6470.6,40506.13,41353.99
451060453489998,Washington,100,5,202,201,86,85,258.65,5.822834646,216.58,8385.41,9154.38,7047.78,7050.74,47536.88,47555.04
451107669489998,Washington,100,4,202,201,107,86,845.35,8.448818898,336.44,2939.91,3099.12,2900.99,3058.67,19669.03,20761.96
451107507489998,Washington,100,5,202,201,93,180,298.44,8.763779528,110.34,11950.71,12350.4,11614.98,11659.24,78523.15,78832.09
451107508489998,Washington,100,5,202,201,93,36,376.55,4.161417323,617.23,381.79,381.79,304.28,304.28,1799.2,1799.2
451108186489998,Washington,100,2,202,201,172,45,228.56,4.692913386,294.88,5876.09,5920.86,5164.13,5198.22,29907.43,30093.17
451106133489998,Washington,100,4,202,201,104,90,258.55,5.665354331,228.68,12196.92,13906.48,10184.38,10226.07,64766.23,65019.81
451106462489998,Washington,100,4,202,201,113,25,114.43,3.307086614,296.92,887.81,887.81,470.96,470.96,2553.61,2553.61
451106988489998,Washington,100,5,202,201,94,230,523.04,9.893700787,151.82,10782.03,10909.94,10448.18,10569.03,70838.56,71690.07
451106989489998,Washington,100,5,202,201,94,35,147.36,3.267716535,391.84,1040.12,1040.12,498.18,498.18,2553.61,2553.61
451107730489998,Washington,100,3,202,201,152,33,128.84,4.744094488,162.48,2797.36,3755.42,2440.71,2461.65,12667.08,12782.69
451108029489998,Washington,100,5,202,201,89,170,428.08,7.748031496,202.56,20623.86,22274.17,19654.72,19654.72,134659.01,134659.01
451106753489998,Washington,100,3,202,201,142,90,189.21,6.059055118,146.43,4403.03,4455.6,4224.25,4248.74,25192.78,25336.68
451106591489998,Washington,100,4,202,201,109,44,229.52,4.051181102,397.19,6102.23,6114.5,4515.1,4515.1,25332.32,25332.32
451118417489998,Washington,100,4,202,201,123,85,233.71,7.75984252,110.22,5342.81,6020.87,5201.01,5201.01,35481.63,35481.63
451117570489998,Washington,100,4,202,201,106,70,53.29,6.472440945,36.1,1779.37,1864.71,897.68,897.68,5654.23,5654.23
451116858489998,Washington,100,4,202,201,95,70,174.04,6.086614173,133.39,6534.57,6570.56,6067.93,6067.93,39464.55,39464.55
451117925489998,Washington,100,5,202,201,89,190,513.66,9.885826772,149.31,24364.8,25804.43,23093.39,23251.71,160487.48,161582.31
451118203489998,Washington,100,4,202,201,98,94,80.07,4.346456693,120.36,1393.43,1393.43,1221.96,1221.96,6618.06,6618.06
451121386489998,Washington,100,4,202,201,109,105,80.99,4.169291339,132.39,1443.71,1607.88,1047.98,1116.73,5571.82,5913.52
451121648489998,Washington,100,5,202,201,83,22,48.8,5.669291339,43.12,575.4,659.03,208.06,208.06,1241.57,1241.57
451123834489998,Washington,100,4,202,201,106,70,65.99,4.157480315,108.32,1625.04,1744.4,802.52,822.98,4412.29,4525.7
451121519489998,Washington,100,4,202,201,121,95,79.93,5.503937008,74.96,1126.19,1203.38,1050.04,1115.38,5892.18,6262.58
451121520489998,Washington,100,4,202,201,121,70,87.67,5.842519685,72.91,1299.71,1333.65,1170.94,1185.62,7121.78,7220.49
451122578489998,Washington,100,4,202,201,106,100,86.57,5.106299213,94.26,2482.42,2485.69,2138.12,2138.12,12913.24,12913.24
451122192489998,Washington,100,4,202,201,100,70,46.51,3.68503937,97.28,1862,1906.61,477.24,497.83,2613.55,2738.42
451121948489998,Washington,100,3,202,201,126,85,41.67,6.492125984,28.06,1379.68,1421.91,883.13,925.06,5331.2,5603.29
451127585489998,Washington,100,3,202,201,143,16,65.63,3.24015748,177.52,1818.13,2028.69,1168.03,1168.03,8004.94,8004.94
451126384489998,Washington,100,4,202,201,107,18,96.18,3.633858268,206.75,884.79,884.79,523.4,523.4,3023.88,3023.88
451127194489998,Washington,100,3,202,201,129,67,168.16,8.464566929,66.67,6135.59,6408.42,5389.53,5397.06,35621.35,35674.27
451127195489998,Washington,100,3,202,201,129,54,75.27,5.440944882,72.21,803.37,817.36,653.51,653.51,3969.05,3969.05
451126207489998,Washington,100,4,202,201,120,50,242.72,6.507874016,162.77,7015.53,7257.19,6390.83,6630.77,41286.88,42872.3
451125779489998,Washington,100,3,202,201,132,90,40.59,8.75984252,15.03,859.32,922.02,848.49,910.75,5077.92,5470.7
451125643489998,Washington,100,4,202,201,116,85,336.53,8.62992126,128.33,12674.29,13447.82,12082.84,12432.57,80503.7,82811.59
451127030489998,Washington,100,5,202,201,73,70,302,4.543307087,415.24,9116.52,9227.92,7927.35,7934.33,46781.07,46818.84
451129916489998,Washington,100,3,202,201,142,50,101.22,4.070866142,173.5,1842.01,1867.16,1440.28,1465.26,8828.69,8998.6
451128998489998,Washington,100,4,202,201,96,150,159.55,5.625984252,143.07,3201.19,3224.97,2906.84,2922.97,17628.43,17736
451132624489998,Washington,100,5,202,201,79,90,67.97,4.220472441,108.32,604.2,604.2,504.45,504.45,2641.95,2641.95
212810684020004,Oregon,100,5,202,201,76,100,194.83,3.830708661,376.61,4037.89,4058.83,2603.86,2603.86,14789.55,14789.55
171243761020004,Oregon,100,5,202,201,79,290,231.71,5.582677165,211.19,4513.72,5526.5,3355.54,3498.69,20833.37,21690.61
212810631020004,Oregon,100,4,202,201,103,265,305.64,11.5511811,65.08,15455.67,15646.07,14106.11,14295.17,100624.42,101955.8
171243527020004,Oregon,100,4,202,201,103,165,55.38,5.775590551,47.12,2353.23,2353.23,1703.85,1703.85,11171.16,11171.16
212810769020004,Oregon,100,5,202,201,91,210,466.02,7.728346457,221.53,15438.04,16392.43,14514.35,14807.47,97907.16,99913.84
212811022020004,Oregon,100,5,202,201,81,165,278.76,6.413385827,192.55,8429.67,9003.73,7735.65,8010.72,48664.68,50431.91
212810936020004,Oregon,100,5,202,201,78,210,153.99,10.58267717,39.06,5187.55,5416.31,5079.35,5306.5,34153.89,35695.54
212810754020004,Oregon,100,4,202,201,105,415,354.44,7.755905512,167.43,15189.2,15589.2,12508.63,12687.39,86380.05,87571.29
212810737020004,Oregon,100,4,202,201,96,100,234.4,6.287401575,168.45,8746.01,8985.54,7308.87,7500.18,48125.65,49425.44
212810732020004,Oregon,100,5,202,201,85,100,98.1,5.216535433,102.3,4566.54,4836.33,2182.82,2182.82,12158.02,12158.02
212810638020004,Oregon,100,5,202,201,92,105,348.88,8.653543307,132.4,4675.3,4675.3,4479.26,4479.26,29910.34,29910.34
212810807020004,Oregon,100,5,202,201,61,220,86.84,8.62992126,33.11,3253.27,3323.13,2487.56,2487.56,16090.69,16090.69
212810816020004,Oregon,100,4,202,201,99,300,379.34,8.976377953,133.7,15309.82,15629.61,13116.22,13209,92422.87,93078.8
212810817020004,Oregon,100,4,202,201,99,300,200.13,19.72834646,14.6,1916.57,1916.57,1903.15,1903.15,13540.11,13540.11
212810945020004,Oregon,100,4,202,201,108,300,332.03,7.25984252,178.89,14845.78,14954.83,12189.3,12293.35,83181.88,83869.65
212810730020004,Oregon,100,4,202,201,102,130,125.45,8.515748031,49.12,4503.57,5608.75,4192.02,4192.02,28074.55,28074.55
